host_species,host_phylum,host_class,host_order,host_family,host_in_gonzalos_list,diseases,has_pilot_disease,pilot_diseases,has_pilot_include_disease,pilot_include_diseases,Not_specified,PCR_Sequencing,Isolation_Observation,Antibodies,Any_PCR_Or_Observation
Antaresia childreni,Chordata,Reptilia,Squamata,Pythonidae,TRUE,Non-typhoidal salmonellosis,TRUE,Non-typhoidal salmonellosis,FALSE,,0,0,1,0,1
Antaresia maculosa,Chordata,Reptilia,Squamata,Pythonidae,TRUE,Non-typhoidal salmonellosis,TRUE,Non-typhoidal salmonellosis,FALSE,,0,0,1,0,1
Anthropoides virgo,Chordata,Aves,Gruiformes,Gruidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Anthus trivialis,Chordata,Aves,Passeriformes,Motacillidae,TRUE,Tick-borne encephalitis,TRUE,Tick-borne encephalitis,TRUE,Tick-borne encephalitis,0,1,0,0,1
Antidorcas marsupialis,Chordata,Mammalia,Artiodactyla,Bovidae,TRUE,Anthrax; Bluetongue; Crimean-Congo hemorrhagic fever; Lumpy skin disease; Rift Valley fever,TRUE,Crimean-Congo hemorrhagic fever; Rift Valley fever,TRUE,Crimean-Congo hemorrhagic fever; Rift Valley fever,1,3,1,3,4
Antigone canadensis,Chordata,Aves,Gruiformes,Gruidae,TRUE,Eastern equine encephalitis; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,1,2
Antigone vipio,Chordata,Aves,Gruiformes,Gruidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Antilocapra americana,Chordata,Mammalia,Artiodactyla,Antilocapridae,FALSE,Bluetongue; Epizootic haemorrhagic disease; Saint Louis encephalitis,FALSE,,FALSE,,1,2,1,3,3
Antilope cervicapra,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Bluetongue; Epizootic haemorrhagic disease; Q fever,FALSE,,FALSE,,0,0,0,3,0
Antrozous pallidus,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Rabies,FALSE,,FALSE,,0,1,1,0,2
Aotus azarae,Chordata,Mammalia,Primates,Aotidae,TRUE,Chagas disease; Yellow fever,TRUE,Yellow fever,TRUE,Yellow fever,1,1,0,0,1
Aotus trivirgatus,Chordata,Mammalia,Primates,Aotidae,TRUE,Non-typhoidal salmonellosis; Yellow fever,TRUE,Non-typhoidal salmonellosis; Yellow fever,TRUE,Yellow fever,0,0,1,1,1
Aphelocoma californica,Chordata,Aves,Passeriformes,Corvidae,TRUE,West Nile fever,TRUE,West Nile fever,TRUE,West Nile fever,0,1,0,0,1
Aphelocoma coerulescens,Chordata,Aves,Passeriformes,Corvidae,FALSE,Q fever,FALSE,,FALSE,,0,0,0,1,0
Apodemus agrarius,Chordata,Mammalia,Rodentia,Muridae,TRUE,Babesiosis due to Babesia microti; Bolivian hemorrhagic fever; Hemorrhagic fever with renal syndrome (Hantaan virus); Human monocytic ehrlichiosis; Murine typhus; Omsk hemorrhagic fever; Q fever; Rabies; Scrub typhus; Severe fever with thrombocytopenia syndrome (SFTS); Tick-borne encephalitis,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus); Severe fever with thrombocytopenia syndrome (SFTS); Tick-borne encephalitis,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus); Tick-borne encephalitis,1,12,3,1,15
Apodemus argenteus,Chordata,Mammalia,Rodentia,Muridae,FALSE,Babesiosis due to Babesia microti,FALSE,,FALSE,,0,1,0,0,1
Apodemus chejuensis,Chordata,Mammalia,Rodentia,Muridae,FALSE,Hemorrhagic fever with renal syndrome (Hantaan virus),TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus),TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus),0,1,0,0,1
Apodemus chevrieri,Chordata,Mammalia,Rodentia,Muridae,TRUE,Plague,TRUE,Plague,TRUE,Plague,0,0,1,0,1
Apodemus flavicollis,Chordata,Mammalia,Rodentia,Muridae,TRUE,Babesiosis due to Babesia microti; Q fever; Tick-borne encephalitis; Tularemia,TRUE,Tick-borne encephalitis,TRUE,Tick-borne encephalitis,0,2,1,2,3
Apodemus pallipes,Chordata,Mammalia,Rodentia,Muridae,FALSE,Tick-borne encephalitis,TRUE,Tick-borne encephalitis,TRUE,Tick-borne encephalitis,0,0,0,1,0
Apodemus peninsulae,Chordata,Mammalia,Rodentia,Muridae,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus); Rabies,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus),TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus),0,2,1,0,3
Apodemus speciosus,Chordata,Mammalia,Rodentia,Muridae,TRUE,Babesiosis due to Babesia microti; Scrub typhus; Tick-borne encephalitis,TRUE,Tick-borne encephalitis,TRUE,Tick-borne encephalitis,0,4,0,0,4
Apodemus sylvaticus,Chordata,Mammalia,Rodentia,Muridae,TRUE,Q fever; Tick-borne encephalitis; West Nile fever,TRUE,Tick-borne encephalitis; West Nile fever,TRUE,Tick-borne encephalitis; West Nile fever,0,3,1,1,4
Aptenodytes patagonicus,Chordata,Aves,Sphenisciformes,Spheniscidae,FALSE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Apus apus,Chordata,Aves,Caprimulgiformes,Apodidae,TRUE,West Nile fever,TRUE,West Nile fever,TRUE,West Nile fever,0,1,0,0,1
Aquila adalberti,Chordata,Aves,Accipitriformes,Accipitridae,TRUE,West Nile fever,TRUE,West Nile fever,TRUE,West Nile fever,0,1,0,0,1
Aquila chrysaetos,Chordata,Aves,Accipitriformes,Accipitridae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,0,4,1,0,5
Aquila fasciata,Chordata,Aves,Accipitriformes,Accipitridae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,0,3,0,0,3
Arapaima gigas,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,FALSE,Non-typhoidal salmonellosis,TRUE,Non-typhoidal salmonellosis,FALSE,,0,0,1,0,1
Arctictis binturong,Chordata,Mammalia,Carnivora,Viverridae,FALSE,Anthrax,FALSE,,FALSE,,1,0,0,0,0
Arctocephalus australis,Chordata,Mammalia,Carnivora,Otariidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Q fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,3,0,2,3
Arctocephalus gazella,Chordata,Mammalia,Carnivora,Otariidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Ardea alba,Chordata,Aves,Pelecaniformes,Ardeidae,TRUE,Eastern equine encephalitis; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,1,0,5
Ardea cinerea,Chordata,Aves,Pelecaniformes,Ardeidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Q fever; West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,0,6,0,0,6
Ardea herodias,Chordata,Aves,Pelecaniformes,Ardeidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Ardea intermedia,Chordata,Aves,Pelecaniformes,Ardeidae,TRUE,Japanese encephalitis; Non-typhoidal salmonellosis,TRUE,Non-typhoidal salmonellosis,FALSE,,0,0,2,0,2
Ardea purpurea,Chordata,Aves,Pelecaniformes,Ardeidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Ardenna gravis,Chordata,Aves,Procellariiformes,Procellariidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Ardenna pacifica,Chordata,Aves,Procellariiformes,Procellariidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,0,2,4
Ardeola bacchus,Chordata,Aves,Pelecaniformes,Ardeidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Ardeola grayii,Chordata,Aves,Pelecaniformes,Ardeidae,FALSE,Japanese encephalitis,FALSE,,FALSE,,0,0,0,1,0
Arenaria interpres,Chordata,Aves,Charadriiformes,Scolopacidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,0,0,4
Arenaria melanocephala,Chordata,Aves,Charadriiformes,Scolopacidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,0,0,4
Artibeus cinereus,Chordata,Mammalia,Chiroptera,Phyllostomidae,FALSE,Dengue; Rabies; Rocio virus encephalitis; Yellow fever,TRUE,Dengue; Yellow fever,TRUE,Dengue; Yellow fever,0,0,0,4,0
Artibeus fimbriatus,Chordata,Mammalia,Chiroptera,Phyllostomidae,FALSE,Rabies,FALSE,,FALSE,,0,1,1,0,2
Artibeus jamaicensis,Chordata,Mammalia,Chiroptera,Phyllostomidae,TRUE,Chikungunya fever; Dengue; Eastern equine encephalitis; Rabies; Rocio virus encephalitis; Saint Louis encephalitis; Venezuelan equine encephalitis; Western equine encephalitis; Yellow fever; Zika virus disease,TRUE,Chikungunya fever; Dengue; Venezuelan equine encephalitis; Yellow fever; Zika virus disease,TRUE,Chikungunya fever; Dengue; Yellow fever; Zika virus disease,0,5,1,7,6
Artibeus lituratus,Chordata,Mammalia,Chiroptera,Phyllostomidae,TRUE,Dengue; Eastern equine encephalitis; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Oropouche fever; Rabies; Rocio virus encephalitis; Saint Louis encephalitis; Venezuelan equine encephalitis; Western equine encephalitis; Yellow fever,TRUE,Dengue; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Oropouche fever; Venezuelan equine encephalitis; Yellow fever,TRUE,Dengue; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Yellow fever,0,3,2,8,5
Artibeus obscurus,Chordata,Mammalia,Chiroptera,Phyllostomidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,0,0,4
Artibeus planirostris,Chordata,Mammalia,Chiroptera,Phyllostomidae,TRUE,Chagas disease; Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Rabies; Zika virus disease,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Zika virus disease,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Zika virus disease,0,5,1,0,6
Arvicanthis niloticus,Chordata,Mammalia,Rodentia,Muridae,TRUE,Lassa fever; Rift Valley fever; West Nile fever,TRUE,Lassa fever; Rift Valley fever; West Nile fever,TRUE,Lassa fever; Rift Valley fever; West Nile fever,0,0,1,2,1
Arvicola amphibius,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,Omsk hemorrhagic fever,FALSE,,FALSE,,0,0,1,0,1
Aselliscus stoliczkanus,Chordata,Mammalia,Chiroptera,Hipposideridae,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,FALSE,,0,3,0,0,3
Asio flammeus,Chordata,Aves,Strigiformes,Strigidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,0,3,1,0,4
Asio otus,Chordata,Aves,Strigiformes,Strigidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); Q fever; West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,0,4,0,0,4
Astur gentilis,Chordata,Aves,Accipitriformes,Accipitridae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,0,6,1,0,7
Atelerix albiventris,Chordata,Mammalia,Eulipotyphla,Erinaceidae,TRUE,Crimean-Congo hemorrhagic fever,TRUE,Crimean-Congo hemorrhagic fever,TRUE,Crimean-Congo hemorrhagic fever,0,0,1,0,1
Ateles belzebuth,Chordata,Mammalia,Primates,Atelidae,TRUE,Chagas disease,FALSE,,FALSE,,1,0,0,0,0
Ateles fusciceps,Chordata,Mammalia,Primates,Atelidae,TRUE,Chagas disease; Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,Severe Acute Respiratory Syndrome (SARS); COVID-19,FALSE,,0,3,1,0,4
Ateles geoffroyi,Chordata,Mammalia,Primates,Atelidae,TRUE,Chagas disease; Yellow fever,TRUE,Yellow fever,TRUE,Yellow fever,1,0,0,1,0
Ateles paniscus,Chordata,Mammalia,Primates,Atelidae,FALSE,Chagas disease; Eastern equine encephalitis; Saint Louis encephalitis; Yellow fever,TRUE,Yellow fever,TRUE,Yellow fever,1,0,1,3,1
Athene cunicularia,Chordata,Aves,Strigiformes,Strigidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Athene noctua,Chordata,Aves,Strigiformes,Strigidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza); West Nile fever,0,4,1,0,5
Atherurus africanus,Chordata,Mammalia,Rodentia,Hystricidae,FALSE,Mpox (Monkeypox),TRUE,Mpox (Monkeypox),FALSE,,0,0,0,1,0
Atilax paludinosus,Chordata,Mammalia,Carnivora,Herpestidae,FALSE,Rabies,FALSE,,FALSE,,0,1,1,1,2
Austrelaps superbus,Chordata,Reptilia,Squamata,Elapidae,TRUE,Non-typhoidal salmonellosis,TRUE,Non-typhoidal salmonellosis,FALSE,,0,0,1,0,1
Axis axis,Chordata,Mammalia,Artiodactyla,Cervidae,FALSE,Bluetongue; Epizootic haemorrhagic disease; Rabies,FALSE,,FALSE,,2,1,0,2,1
Aythya affinis,Chordata,Aves,Anseriformes,Anatidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Aythya americana,Chordata,Aves,Anseriformes,Anatidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,0,0,4
Aythya baeri,Chordata,Aves,Anseriformes,Anatidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Aythya collaris,Chordata,Aves,Anseriformes,Anatidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,0,0,4
Aythya ferina,Chordata,Aves,Anseriformes,Anatidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,0,0,4
Aythya fuligula,Chordata,Aves,Anseriformes,Anatidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,4,0,0,4
Aythya marila,Chordata,Aves,Anseriformes,Anatidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Aythya nyroca,Chordata,Aves,Anseriformes,Anatidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Aythya valisineria,Chordata,Aves,Anseriformes,Anatidae,TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,2,0,0,2
Babyrousa babyrussa,Chordata,Mammalia,Artiodactyla,Suidae,FALSE,West Nile fever,TRUE,West Nile fever,TRUE,West Nile fever,0,0,0,1,0
Baeolophus bicolor,Chordata,Aves,Passeriformes,Paridae,TRUE,Eastern equine encephalitis; Saint Louis encephalitis; West Nile fever,TRUE,West Nile fever,TRUE,West Nile fever,0,1,0,2,1
Baeolophus inornatus,Chordata,Aves,Passeriformes,Paridae,TRUE,West Nile fever,TRUE,West Nile fever,TRUE,West Nile fever,0,1,0,0,1
Baiomys taylori,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,Bayou hantavirus infection,FALSE,,FALSE,,0,0,0,1,0
Balaenoptera acutorostrata,Chordata,Mammalia,Artiodactyla,Balaenopteridae,FALSE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),TRUE,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),0,0,2,2,2
Balearica pavonina,Chordata,Aves,Gruiformes,Gruidae,TRUE,Hepatitis E,TRUE,Hepatitis E,TRUE,Hepatitis E,0,1,0,0,1
Balearica regulorum,Chordata,Aves,Gruiformes,Gruidae,FALSE,Hepatitis E,TRUE,Hepatitis E,TRUE,Hepatitis E,0,0,0,1,0
Bandicota bengalensis,Chordata,Mammalia,Rodentia,Muridae,FALSE,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E,0,0,0,2,0
Bandicota indica,Chordata,Mammalia,Rodentia,Muridae,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Lassa fever; Scrub typhus,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Lassa fever,TRUE,Hemorrhagic fever with renal syndrome (Hantaan virus); Hepatitis E; Lassa fever,0,2,0,2,2
Bandicota savilei,Chordata,Mammalia,Rodentia,Muridae,FALSE,Lassa fever,TRUE,Lassa fever,TRUE,Lassa fever,0,0,0,1,0
Barbastella barbastellus,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,Tick-borne encephalitis,TRUE,Tick-borne encephalitis,TRUE,Tick-borne encephalitis,0,0,0,1,0
Bassariscus astutus,Chordata,Mammalia,Carnivora,Procyonidae,FALSE,Plague; Rabies,TRUE,Plague,TRUE,Plague,0,1,1,2,2
Beatragus hunteri,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,Bluetongue,FALSE,,FALSE,,0,0,0,1,0
Bellatorias frerei,Chordata,Reptilia,Squamata,Scincidae,TRUE,Non-typhoidal salmonellosis,TRUE,Non-typhoidal salmonellosis,FALSE,,0,0,1,0,1
Bettongia gaimardi,Chordata,Mammalia,Diprotodontia,Potoroidae,FALSE,Ross River virus disease,FALSE,,FALSE,,0,0,0,1,0
Bibimys chacoensis,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,Andes hantavirus infection,FALSE,,FALSE,,0,0,0,1,0
Bison bison,Chordata,Mammalia,Artiodactyla,Bovidae,TRUE,Anthrax; Bluetongue; Epizootic haemorrhagic disease; Hepatitis E; Klebsiella infection (pneumonia sepsis); Q fever,TRUE,Hepatitis E,TRUE,Hepatitis E,3,0,2,4,2
